,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,CAD,RASP-ENERGY,RASP-NB-CONTACTS,RASP-NORMALIZED-ENERGY,CLASH,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,DFIRE,rsRNASP,lDDT,TM-score,QS-score
normalized_3drna_rp14_bound_1.pdb,15.188,0.00011276020631234562,0.634,0.731,0.0,0.674,23.973,,0.369,0.23,0.377,0.41,0.459,0.651,-10168.3,331956.0,-0.031,0.0,1.569,1.582,0.854,-36562.352,-5378.958,0.317,0.321,0.0
normalized_mcsym_rp14_bound_5.pdb,15.375,0.0001685967543126332,0.619,0.779,0.0,0.615,24.852,35.42,0.279,0.131,0.213,0.344,0.426,0.635,-22916.8,294702.0,-0.078,0.0,1.686,1.569,1.36,-38621.223,-5471.649,0.004,0.182,0.0
normalized_mcsym_rp14_bound_2.pdb,15.725,0.00034945148773551926,0.573,0.779,0.0,0.554,27.425,36.63,0.299,0.115,0.246,0.361,0.475,0.637,-22154.8,275685.0,-0.08,0.0,1.703,1.619,1.306,-36719.663,-4869.854,0.01,0.232,0.0
normalized_vfold_rp14_bound.pdb,16.349,0.001167695859993212,0.585,0.779,0.0,0.572,27.96,,0.283,0.164,0.246,0.311,0.41,0.683,-22541.2,279043.0,-0.081,0.0,1.766,1.642,1.309,-40035.568,-4983.69,0.139,0.225,0.0
normalized_rnacomposer_rp14_bound.pdb,16.466,0.0014466914914201823,0.696,0.97,0.354,0.638,23.645,18.42,0.348,0.23,0.295,0.377,0.492,0.745,-22954.5,247765.0,-0.093,0.0,1.768,1.189,1.107,-37844.034,-5455.921,0.593,0.305,0.0
normalized_3drna_rp14_bound_4.pdb,17.324,0.006178321094453432,0.66,0.97,0.0,0.6,26.245,31.15,0.246,0.147,0.213,0.279,0.344,0.678,-14840.4,299299.0,-0.05,0.0,1.856,1.576,0.996,-38752.781,-5031.535,0.496,0.181,0.0
normalized_3drna_rp14_bound.pdb,18.312,0.02541753767939159,0.474,0.538,0.144,0.508,38.638,33.46,0.238,0.098,0.197,0.279,0.377,0.554,-6076.16,394033.0,-0.015,0.0,1.884,2.023,0.734,-41033.091,-5814.005,0.197,0.199,0.0
normalized_3drna_rp14_bound_5.pdb,18.956,0.05532566416058543,0.46,0.804,0.177,0.372,41.197,34.14,0.266,0.147,0.23,0.279,0.41,0.627,-3744.85,305767.0,-0.012,0.0,1.976,1.779,0.658,-33099.515,-4194.122,0.258,0.219,0.0
normalized_ifoldrna_rp14_bound_3.pdb,19.679,0.11634475833314362,0.177,0.0,0.0,0.331,111.323,,0.156,0.082,0.115,0.18,0.246,0.547,-4592.1,263159.0,-0.017,0.0,2.04,2.207,0.131,-22309.09,-2143.951,0.0,0.142,0.0
normalized_ifoldrna_rp14_bound_1.pdb,21.173,0.3579705311989803,0.189,0.0,0.0,0.308,111.871,,0.164,0.066,0.115,0.18,0.295,0.507,-5682.15,224548.0,-0.025,0.0,2.138,2.137,0.185,-19086.723,-1492.597,0.027,0.135,0.0
normalized_ifoldrna_rp14_bound_4.pdb,21.482,0.42383928167592866,0.229,0.0,0.0,0.361,93.888,,0.156,0.066,0.115,0.164,0.279,0.527,-1810.82,221532.0,-0.008,0.0,2.193,2.196,0.135,-18305.489,-1079.838,0.005,0.137,0.0
normalized_eprna_rp14_bound.pdb,22.293,0.6020580066944586,0.105,,0.0,0.206,211.491,,0.127,0.049,0.082,0.147,0.23,0.506,19514.9,290609.0,0.067,0.0,2.229,2.235,0.058,-13375.302,-875.955,0.0,0.127,0.0
normalized_ifoldrna_rp14_bound_2.pdb,23.676,0.8477854345252374,0.171,,0.0,0.264,138.054,,0.168,0.066,0.115,0.197,0.295,0.553,-7474.32,195536.0,-0.038,0.0,2.385,2.158,0.201,-18693.654,-534.183,0.007,0.112,0.0
normalized_ifoldrna_rp14_bound_5.pdb,32.762,0.9999999993798417,0.131,0.0,0.0,0.194,250.584,,0.139,0.082,0.098,0.131,0.246,0.523,-4431.5,173022.0,-0.026,0.0,3.269,2.104,0.128,-14598.598,-63.564,0.004,0.137,0.0
normalized_simrna_rp14_bound.pdb,48.416,1.0,0.0,0.0,0.0,,inf,49.07,0.115,0.066,0.098,0.131,0.164,0.528,-4368.77,76233.0,-0.057,0.0,4.575,1.884,0.037,-9000.35,-71.124,0.0,0.09,0.0
