,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,CAD,RASP-ENERGY,RASP-NB-CONTACTS,RASP-NORMALIZED-ENERGY,CLASH,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,DFIRE,rsRNASP,lDDT,TM-score,QS-score
normalized_3drna_rp09_2.pdb,19.747,0.008472200589320134,0.581,0.821,,0.546,34.007,38.73,0.25,0.141,0.183,0.268,0.408,0.582,-27089.6,276833.0,-0.098,0.0,2.022,1.68,1.292,-41419.573,-4565.164,0.367,0.196,0.0
normalized_mcsym_rp09_1.pdb,20.764,0.03418216852383049,0.611,0.746,0.0,0.63,33.999,37.3,0.239,0.127,0.211,0.268,0.352,0.621,-24773.5,339081.0,-0.073,0.0,2.194,1.789,1.613,-43815.188,-5239.463,0.009,0.221,0.0
normalized_3drna_rp09_5.pdb,21.006,0.04568947740618323,0.603,0.738,0.0,0.617,34.865,37.09,0.222,0.169,0.183,0.225,0.31,0.589,-25865.1,318398.0,-0.081,0.0,2.163,1.751,1.17,-44622.215,-4932.187,0.385,0.218,0.0
normalized_vfold_rp09.pdb,22.217,0.15489156368982904,0.627,0.776,,0.632,35.405,,0.25,0.155,0.197,0.282,0.366,0.642,-31827.2,292635.0,-0.109,0.0,2.343,1.651,1.587,-46496.539,-5994.006,0.19,0.207,0.0
normalized_mcsym_rp09_2.pdb,24.385,0.5748843118161768,0.639,0.776,0.0,0.655,38.143,37.35,0.243,0.155,0.211,0.268,0.338,0.614,-31031.6,314279.0,-0.099,0.0,2.486,1.742,1.775,-44363.181,-6748.167,0.006,0.208,0.0
normalized_3drna_rp09_3.pdb,24.507,0.6012750722213023,0.563,0.759,0.0,0.554,43.513,40.03,0.232,0.141,0.169,0.211,0.408,0.561,-25127.4,263922.0,-0.095,0.0,2.521,1.736,1.258,-40022.826,-4128.15,0.342,0.215,0.0
normalized_rnajp_rp09.pdb,24.838,0.6703122539559598,0.625,0.76,,0.635,39.739,,0.239,0.141,0.211,0.268,0.338,0.603,-39264.4,308467.0,-0.127,0.0,2.556,1.737,1.914,-49200.591,-7286.108,0.08,0.228,0.0
normalized_rnacomposer_rp09.pdb,25.096,0.7203800073436777,0.561,0.763,0.0,0.548,44.747,27.02,0.204,0.113,0.155,0.239,0.31,0.588,-28732.0,294626.0,-0.098,0.0,2.591,1.707,1.168,-44434.177,-5111.57,0.369,0.187,0.0
normalized_isrna_rp09.pdb,25.242,0.7469485191657926,0.623,0.8,0.0,0.626,40.497,23.93,0.236,0.127,0.169,0.239,0.408,0.621,-37615.3,268271.0,-0.14,0.0,2.618,1.647,1.512,-46839.323,-6099.6,0.388,0.23,0.0
normalized_mcsym_rp09_3.pdb,25.863,0.8437153550504974,0.588,0.76,0.0,0.589,43.954,36.09,0.232,0.127,0.197,0.254,0.352,0.597,-27911.5,298833.0,-0.093,0.0,2.684,1.785,1.586,-42270.66,-5553.737,0.005,0.246,0.0
normalized_ifoldrna_rp09_5.pdb,25.879,0.8458843811448071,0.107,0.0,0.0,0.178,241.382,,0.144,0.099,0.113,0.169,0.197,0.495,-9198.95,229709.0,-0.04,0.0,2.655,2.252,0.277,-21795.453,-539.784,0.007,0.138,0.0
normalized_vfoldpipeline_rp09.pdb,26.629,0.924451005533208,0.597,0.763,0.0,0.604,44.636,19.74,0.257,0.155,0.197,0.254,0.422,0.593,-33861.6,304945.0,-0.111,0.0,2.756,1.737,1.594,-48216.947,-6289.793,0.401,0.198,0.0
normalized_ifoldrna_rp09_1.pdb,26.743,0.9330557197914897,0.124,,0.0,0.178,216.022,,0.12,0.07,0.099,0.127,0.183,0.483,-6244.95,185686.0,-0.034,0.0,2.746,2.156,0.149,-16181.25,87.466,0.006,0.12,0.0
normalized_ifoldrna_rp09_3.pdb,32.899,0.9999995646156334,0.031,,0.0,0.06,1062.988,,0.13,0.056,0.113,0.141,0.211,0.509,-5070.23,197888.0,-0.026,0.0,3.309,2.145,0.105,-16538.952,-13.796,0.002,0.093,0.0
normalized_ifoldrna_rp09_2.pdb,33.291,0.9999998601039641,0.083,0.0,0.0,0.152,400.872,,0.13,0.07,0.113,0.141,0.197,0.47,-6509.13,252128.0,-0.026,0.0,3.371,2.374,0.21,-23437.755,60.838,0.015,0.144,0.0
normalized_ifoldrna_rp09_4.pdb,45.67,1.0,0.115,0.0,0.0,0.178,398.468,,0.123,0.07,0.085,0.127,0.211,0.515,-5124.12,165211.0,-0.031,0.0,4.593,2.162,0.149,-15301.895,1267.014,0.004,0.126,0.0
normalized_simrna_rp09.pdb,60.97,1.0,0.0,,0.0,0.0,inf,44.57,0.095,0.056,0.085,0.099,0.141,0.503,-5226.6,88330.0,-0.059,0.0,5.906,1.92,0.038,-10555.711,-97.547,0.0,0.076,0.0
