,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,CAD,RASP-ENERGY,RASP-NB-CONTACTS,RASP-NORMALIZED-ENERGY,CLASH,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,DFIRE,rsRNASP,lDDT,TM-score,QS-score
normalized_eprna_rp06.pdb,28.905,8.796723838244702e-08,0.0,0.0,0.0,0.0,inf,,0.057,0.019,0.038,0.063,0.108,0.065,89570.6,1661333.0,0.054,0.0,2.858,2.593,0.311,-55917.864,-1903.831,0.0,0.182,0.0
normalized_3drna_rp06_2.pdb,29.561,5.905466785027791e-07,0.573,0.623,0.0,0.606,51.576,,0.063,0.032,0.044,0.07,0.108,0.096,-44974.4,794610.0,-0.057,0.0,2.996,1.719,2.397,-105138.776,-9463.877,0.376,0.268,0.0
normalized_isrna_rp06.pdb,29.998,1.955505223749654e-06,0.585,0.619,0.0,0.618,51.279,,0.067,0.044,0.057,0.07,0.095,0.096,-77359.0,744064.0,-0.104,0.0,3.074,1.791,3.005,-117678.672,-11301.545,0.321,0.282,0.0
normalized_3drna_rp06_1.pdb,30.498,7.174322349146056e-06,0.592,0.601,0.289,0.619,51.525,,0.067,0.038,0.051,0.07,0.108,0.094,-47937.7,873092.0,-0.055,0.0,3.085,1.737,2.163,-112107.258,-11099.919,0.389,0.263,0.0
normalized_3drna_rp06.pdb,30.585,8.938168806704727e-06,0.52,0.501,0.0,0.573,58.774,,0.068,0.038,0.057,0.076,0.101,0.091,-44164.5,887916.0,-0.05,0.0,3.107,1.905,2.407,-113761.623,-11703.489,0.282,0.182,0.0
normalized_rnacomposer_rp06.pdb,30.74,1.3108088652180605e-05,0.608,0.625,0.25,0.642,50.556,,0.071,0.044,0.057,0.082,0.101,0.093,-66181.9,821662.0,-0.081,0.0,3.142,1.727,2.643,-122060.953,-12569.711,0.431,0.253,0.0
normalized_ifoldrna_rp06_3.pdb,42.39,0.9883384453494541,0.217,0.088,0.0,0.31,195.256,,0.081,0.044,0.063,0.082,0.133,0.091,-23054.9,584971.0,-0.039,0.0,4.278,2.262,0.86,-59408.275,-1346.802,0.003,0.154,0.0
normalized_ifoldrna_rp06_4.pdb,45.556,0.9999717939871491,0.229,0.032,0.0,0.35,198.755,,0.067,0.032,0.057,0.076,0.101,0.098,-36862.2,643293.0,-0.057,0.0,4.624,2.311,1.187,-74177.782,-3425.284,0.005,0.144,0.0
normalized_ifoldrna_rp06_2.pdb,46.189,0.9999940311857773,0.203,0.035,0.0,0.323,227.583,,0.076,0.032,0.063,0.089,0.12,0.101,-35125.1,629166.0,-0.056,0.0,4.668,2.331,1.095,-71609.743,-2678.222,0.001,0.144,0.0
normalized_ifoldrna_rp06_5.pdb,46.609,0.9999980076090094,0.223,0.029,0.0,0.356,209.109,,0.085,0.038,0.076,0.108,0.12,0.1,-39035.4,637083.0,-0.061,0.0,4.692,2.367,1.311,-76050.109,-2226.472,0.004,0.141,0.0
normalized_ifoldrna_rp06_1.pdb,47.144,0.9999995439362303,0.225,0.065,0.0,0.352,209.325,,0.065,0.038,0.051,0.076,0.095,0.1,-36012.4,628741.0,-0.057,0.0,4.756,2.33,1.167,-73826.693,-2269.801,0.003,0.148,0.0
normalized_simrna_rp06.pdb,136.435,1.0,0.0,0.0,0.0,0.0,inf,,0.055,0.032,0.038,0.063,0.089,0.099,-13101.4,206606.0,-0.063,0.0,13.416,1.885,0.17,-25253.596,-176.192,0.0,0.056,0.0
normalized_rnajp_rp06.pdb,,,0.218,0.0,0.0,0.299,,,0.07,0.044,0.057,0.063,0.114,0.023,-9372.49,395246.0,-0.024,0.0,,,0.582,-35461.545,-3974.787,0.001,0.133,0.0
