,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,CAD,RASP-ENERGY,RASP-NB-CONTACTS,RASP-NORMALIZED-ENERGY,CLASH,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,DFIRE,rsRNASP,lDDT,TM-score,QS-score
normalized_3drna_rp11.pdb,9.076,2.7270241620414026e-11,0.826,0.977,,0.782,10.982,20.63,0.425,0.228,0.316,0.404,0.754,0.833,-25934.5,264224.0,-0.098,0.0,0.961,1.006,1.588,-42943.124,-6273.769,0.641,0.245,0.0
normalized_3drna_rp11_5.pdb,9.824,4.058149372099251e-10,0.842,0.956,,0.785,11.67,26.24,0.325,0.158,0.193,0.333,0.614,0.785,-27097.6,234068.0,-0.116,0.0,1.022,1.234,1.623,-40585.703,-5799.352,0.57,0.24,0.0
normalized_trrosettarna_rp11_5.pdb,11.868,2.7674552194323354e-07,0.565,0.621,,0.628,20.996,36.29,0.351,0.14,0.351,0.386,0.526,0.755,-15630.7,261462.0,-0.06,0.0,1.296,1.659,0.995,-35237.641,-4015.202,0.55,0.283,0.0
normalized_trrosettarna_rp11_3.pdb,11.974,3.748645150403185e-07,0.414,0.309,,0.586,28.94,54.63,0.197,0.105,0.123,0.21,0.351,0.751,-12399.4,259839.0,-0.048,0.0,1.359,1.891,0.471,-31278.358,-3458.76,0.533,0.12,0.0
normalized_trrosettarna_rp11_4.pdb,12.058,4.7547375897627475e-07,0.39,,,0.565,30.902,52.6,0.197,0.088,0.14,0.21,0.351,0.732,-8653.0,258942.0,-0.033,0.0,1.343,1.853,0.374,-30008.743,-2944.774,0.497,0.108,0.0
normalized_3drna_rp11_3.pdb,17.83,0.04505018283924339,0.814,0.956,,0.747,21.899,25.6,0.285,0.14,0.193,0.316,0.491,0.78,-23165.3,286856.0,-0.081,0.0,1.874,1.379,1.44,-42974.602,-5830.145,0.56,0.201,0.0
normalized_eprna_rp11.pdb,22.84,0.8618208886962371,0.0,0.0,,0.0,inf,,0.132,0.053,0.088,0.158,0.228,0.501,19972.9,144245.0,0.138,0.0,2.35,2.163,0.072,1180.11,2215.453,0.0,0.088,0.0
normalized_ifoldrna_rp11_4.pdb,26.487,0.9990796009270388,0.248,0.0,,0.396,106.604,,0.167,0.088,0.14,0.193,0.246,0.636,-13268.9,218874.0,-0.061,0.0,2.668,2.216,0.455,-26203.437,-1815.158,0.0,0.158,0.0
normalized_ifoldrna_rp11_5.pdb,28.594,0.9999908641342075,0.223,0.0,,0.378,128.385,,0.18,0.123,0.14,0.193,0.263,0.605,-15970.1,244532.0,-0.065,0.0,2.915,2.293,0.616,-28577.047,-2771.633,0.001,0.206,0.0
normalized_ifoldrna_rp11_2.pdb,29.589,0.9999993441219808,0.2,0.0,,0.332,147.616,,0.184,0.105,0.158,0.228,0.246,0.635,-14178.7,243481.0,-0.058,0.0,2.96,2.254,0.607,-29181.285,-2550.421,0.001,0.187,0.0
normalized_ifoldrna_rp11_1.pdb,30.053,0.9999998263766086,0.224,0.0,,0.406,134.068,,0.175,0.14,0.14,0.175,0.246,0.634,-17434.9,266488.0,-0.065,0.0,3.012,2.364,0.547,-33094.668,-3363.353,0.001,0.175,0.0
normalized_ifoldrna_rp11_3.pdb,30.318,0.9999999209997174,0.144,0.0,,0.271,210.535,,0.162,0.088,0.123,0.193,0.246,0.627,-14069.8,251569.0,-0.056,0.0,3.057,2.277,0.524,-29735.96,-2760.293,0.002,0.202,0.0
normalized_simrna_rp11.pdb,43.044,1.0,0.0,,,,inf,36.88,0.101,0.07,0.088,0.105,0.14,0.643,-4186.03,69549.0,-0.06,0.0,4.141,1.698,0.033,-8314.515,-87.027,0.0,0.061,0.0
normalized_rnajp_rp11.pdb,,,0.382,0.0,,0.541,,,0.21,0.123,0.158,0.228,0.333,0.059,-19536.2,193684.0,-0.101,0.0,,,0.689,-23775.556,-2166.246,0.02,0.189,0.0
normalized_rnacomposer_rp11.pdb,,,0.295,0.0,,0.454,,,0.171,0.088,0.14,0.175,0.281,0.058,-28732.0,294626.0,-0.098,0.0,,,1.317,-44434.177,-5111.57,0.203,0.223,0.0
