,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,CAD,RASP-ENERGY,RASP-NB-CONTACTS,RASP-NORMALIZED-ENERGY,CLASH,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,DFIRE,rsRNASP,lDDT,TM-score,QS-score
normalized_trrosettarna_rp04_4.pdb,18.105,0.0,0.314,0.104,0.0,0.455,57.709,62.28,0.184,0.048,0.119,0.222,0.349,0.809,-28911.1,729156.0,-0.04,0.0,1.915,1.835,0.839,-75977.892,-8162.669,0.566,0.208,0.0
normalized_rnajp_rp04.pdb,21.134,1.0346168366481834e-12,0.775,0.843,0.289,0.765,27.272,23.21,0.266,0.111,0.214,0.318,0.421,0.705,-73316.1,600153.0,-0.122,0.0,2.207,1.382,3.501,-94987.142,-12560.72,0.211,0.292,0.0
normalized_vfold_rp04.pdb,22.088,4.0233705256298435e-11,0.71,0.87,0.0,0.678,31.11,,0.298,0.111,0.23,0.373,0.476,0.702,-55312.4,618126.0,-0.089,0.0,2.279,1.512,2.248,-84007.107,-9329.404,0.007,0.359,0.0
normalized_vfoldpipeline_rp04.pdb,22.204,6.171874122884446e-11,0.784,0.845,0.408,0.776,28.316,21.26,0.29,0.127,0.27,0.349,0.413,0.711,-49673.4,868875.0,-0.057,0.0,2.314,1.396,2.925,-103079.554,-12522.346,0.392,0.326,0.0
normalized_eprna_rp04.pdb,22.371,1.1340256511616076e-10,0.0,,0.0,0.0,inf,,0.111,0.032,0.056,0.103,0.254,0.46,51694.7,763410.0,0.068,0.0,2.225,2.436,0.189,-19687.027,1419.901,0.0,0.184,0.0
normalized_3drna_rp04.pdb,23.041,1.1865745608297118e-09,0.713,0.746,0.0,0.735,32.309,31.3,0.21,0.087,0.167,0.238,0.349,0.712,-46034.6,707043.0,-0.065,0.0,2.387,1.547,2.358,-94072.525,-9813.349,0.435,0.302,0.0
normalized_isrna_rp04.pdb,23.661,9.249819077350452e-09,0.758,0.91,,0.712,31.198,21.56,0.286,0.135,0.238,0.333,0.436,0.704,-65814.6,548549.0,-0.12,0.0,2.418,1.301,2.72,-89517.952,-9234.229,0.456,0.371,0.0
normalized_rnacomposer_rp04.pdb,23.811,1.4922542257433946e-08,0.802,0.91,0.463,0.776,29.678,19.51,0.306,0.135,0.262,0.381,0.444,0.757,-61746.5,617157.0,-0.1,0.0,2.495,1.229,2.345,-94483.384,-11280.747,0.563,0.323,0.0
normalized_mcsym_rp04.pdb,25.853,5.223595196446329e-06,0.744,0.877,0.0,0.721,34.764,37.52,0.316,0.151,0.309,0.373,0.429,0.714,-55927.1,686975.0,-0.081,0.0,2.651,1.479,2.74,-89926.672,-10715.223,0.003,0.351,0.0
normalized_ifoldrna_rp04_5.pdb,50.729,1.0,0.394,0.17,0.129,0.522,128.715,,0.117,0.056,0.103,0.151,0.159,0.6,-27484.8,438661.0,-0.063,0.0,5.105,2.193,0.873,-51580.501,-2581.344,0.005,0.141,0.0
normalized_ifoldrna_rp04_3.pdb,53.94,1.0,0.373,0.178,0.0,0.491,144.75,,0.109,0.056,0.095,0.127,0.159,0.581,-24391.0,453522.0,-0.054,0.0,5.436,2.192,0.812,-50565.944,-1796.641,0.001,0.15,0.0
normalized_ifoldrna_rp04_4.pdb,54.095,1.0,0.339,0.076,0.0,0.488,159.654,,0.097,0.048,0.064,0.127,0.151,0.583,-27342.1,425048.0,-0.064,0.0,5.466,2.154,0.831,-48990.626,-1428.211,0.005,0.122,0.0
normalized_ifoldrna_rp04_2.pdb,54.187,1.0,0.353,0.089,0.118,0.512,153.342,,0.103,0.048,0.079,0.127,0.159,0.582,-25180.6,450567.0,-0.056,0.0,5.468,2.193,0.842,-49988.646,-1399.059,0.004,0.151,0.0
normalized_ifoldrna_rp04_1.pdb,65.604,1.0,0.312,0.246,0.0,0.407,210.382,,0.123,0.064,0.103,0.151,0.175,0.582,-21436.3,365500.0,-0.059,0.0,6.609,2.139,0.56,-40298.258,280.934,0.0,0.124,0.0
normalized_simrna_rp04.pdb,104.494,1.0,0.092,,0.0,0.172,1139.891,44.25,0.052,0.032,0.04,0.056,0.079,0.584,-10538.9,162028.0,-0.065,0.0,10.261,1.861,0.091,-19737.838,-126.555,0.0,0.047,0.0
